"At least one website or store group needs to be selected. Select and try again.","At least one website or store group needs to be selected. Select and try again.","module","Magento_AdminGws"
"More permissions are needed to set All Scopes to a Role.","More permissions are needed to set All Scopes to a Role.","module","Magento_AdminGws"
"The ""%1"" website ID is incorrect. Verify the website ID and try again.","The ""%1"" website ID is incorrect. Verify the website ID and try again.","module","Magento_AdminGws"
"You need more permissions to access website ""%1"".","你需要更多的权限来访问网站""%1""。","module","Magento_AdminGws"
"The ""%1"" store ID is incorrect. Verify the store ID and try again.","The ""%1"" store ID is incorrect. Verify the store ID and try again.","module","Magento_AdminGws"
"More permissions are needed to save this setting.","More permissions are needed to save this setting.","module","Magento_AdminGws"
"Role Scopes","角色范围","module","Magento_AdminGws"
"Custom","自定义","module","Magento_AdminGws"
"Read Details","查看详情","module","Magento_AdminNotification"
"Mark as Read","标记为已读","module","Magento_AdminNotification"
"Are you sure?","您确定吗？","module","Magento_AdminNotification"
"Remove","删除","module","Magento_AdminNotification"
"Messages Inbox","消息收件箱","module","Magento_AdminNotification"
"You have %1 new system messages","你有 %1 新系统消息","module","Magento_AdminNotification"
"You have %1 new system message","你有 %1 新系统消息","module","Magento_AdminNotification"
"Incoming Message","收到消息","module","Magento_AdminNotification"
"close","关闭","module","Magento_AdminNotification"
"Notifications","通知消息","module","Magento_AdminNotification"
"The message has been marked as Read.","邮件已标记为已读。","module","Magento_AdminNotification"
"We couldn't mark the notification as Read because of an error.","由于发生错误，我们不能将通知标记为读。","module","Magento_AdminNotification"
"Please select messages.","请选择消息。","module","Magento_AdminNotification"
"A total of %1 record(s) have been marked as Read.","共有 %1 条记录已标记为已读。","module","Magento_AdminNotification"
"Total of %1 record(s) have been removed.","共有 %1 条记录已被删除。","module","Magento_AdminNotification"
"We couldn't remove the messages because of an error.","由于发生错误，我们不能删除消息。","module","Magento_AdminNotification"
"The message has been removed.","该消息已被删除。","module","Magento_AdminNotification"
"You have viewed and resolved all recent system notices. Please refresh the web page to clear the notice alert.","You have viewed and resolved all recent system notices. Please refresh the web page to clear the notice alert.","module","Magento_AdminNotification"
"1 Hour","1 小时","module","Magento_AdminNotification"
"2 Hours","2  小时","module","Magento_AdminNotification"
"6 Hours","6 小时","module","Magento_AdminNotification"
"12 Hours","12 小时","module","Magento_AdminNotification"
"24 Hours","24 小时","module","Magento_AdminNotification"
"critical","紧急","module","Magento_AdminNotification"
"major","主要","module","Magento_AdminNotification"
"minor","次要","module","Magento_AdminNotification"
"notice","通知","module","Magento_AdminNotification"
"Wrong message type","错误消息类型","module","Magento_AdminNotification"
"Wrong notification ID specified.","指定的错误通知 ID。","module","Magento_AdminNotification"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} 不建议在生产环境中使用申报不安全的基本URL / 安全的基本URL。我们强烈建议在您的 Magento
 里更改此值 <a href=""%1""> 配置</a>。","module","Magento_AdminNotification"
"One or more of the Cache Types are invalidated: %1. ","One or more of the Cache Types are invalidated: %1. ","module","Magento_AdminNotification"
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","请跳转至 <a href=""%1"">缓存管理</a> 并刷新缓存类型。","module","Magento_AdminNotification"
"We were unable to synchronize one or more media files. Please refer to the log file for details.","我们未能同步一个或多个媒体文件，请参阅日志文件中的详细信息。","module","Magento_AdminNotification"
"Synchronization of media storages has been completed.","媒体库同步已完成。","module","Magento_AdminNotification"
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","您的 web 服务器设置错误，允许对敏感文件进行未经授权的访问，请与您的主机供应商联系。","module","Magento_AdminNotification"
"System Messages:","系统消息：","module","Magento_AdminNotification"
"Critical System Messages","紧急系统消息","module","Magento_AdminNotification"
"Major System Messages","主要系统消息","module","Magento_AdminNotification"
"System messages","系统消息","module","Magento_AdminNotification"
"Close","关闭","module","Magento_AdminNotification"
"See All (","查看所有 (","module","Magento_AdminNotification"
" unread)"," 未读)","module","Magento_AdminNotification"
"Unable to find Sales Order with ID ""%1""","Unable to find Sales Order with ID ""%1""","module","Magento_AdminUiSdkCustomFees"
"Execute Synchronization","Execute Synchronization","module","Magento_AdobeCommerceEventsClient"
"Send Test Event","Send Test Event","module","Magento_AdobeCommerceEventsClient"
"Wrong configuration in ""%1"" section of app/etc/config.php file for the event ""%2"". The configuration must be in array format with at least one field configured.","Wrong configuration in ""%1"" section of app/etc/config.php file for the event ""%2"". The configuration must be in array format with at least one field configured.","module","Magento_AdobeCommerceEventsClient"
"Instance ID contains invalid characters. Only alphanumeric characters, underscores, and hyphens are allowed.","Instance ID contains invalid characters. Only alphanumeric characters, underscores, and hyphens are allowed.","module","Magento_AdobeCommerceEventsClient"
"'Workspace Configuration has the wrong format: ' .","'Workspace Configuration has the wrong format: ' .","module","Magento_AdobeCommerceEventsClient"
"Workspace Configuration has the wrong format. Missed the required properties.","Workspace Configuration has the wrong format. Missed the required properties.","module","Magento_AdobeCommerceEventsClient"
"Event list","Event list","module","Magento_AdobeCommerceEventsClient"
"An event provider is not configured","An event provider is not configured","module","Magento_AdobeCommerceEventsClient"
"Wrong type of input argument","Wrong type of input argument","module","Magento_AdobeCommerceEventsClient"
"Cannot get details for event %1","Cannot get details for event %1","module","Magento_AdobeCommerceEventsClient"
"Cannot get details about event %1","Cannot get details about event %1","module","Magento_AdobeCommerceEventsClient"
"The event storage writer class is not registered for the destination: %1","The event storage writer class is not registered for the destination: %1","module","Magento_AdobeCommerceEventsClient"
"No event provider is configured. Please configure the event provider before subscribing to events.","No event provider is configured. Please configure the event provider before subscribing to events.","module","Magento_AdobeCommerceEventsClient"
"Instance of ""%1"" is expected, got ""%2"" instead.","Instance of ""%1"" is expected, got ""%2"" instead.","module","Magento_AdobeCommerceEventsClient"
"Input data must be in string format or can be converted to string","Input data must be in string format or can be converted to string","module","Magento_AdobeCommerceEventsClient"
"Operator %1 is not registered","Operator %1 is not registered","module","Magento_AdobeCommerceEventsClient"
"Regex operation failed: %1","Regex operation failed: %1","module","Magento_AdobeCommerceEventsClient"
"Can't create a processor class ""%1"" for Event ""%2"". %3","Can't create a processor class ""%1"" for Event ""%2"". %3","module","Magento_AdobeCommerceEventsClient"
"Processor class ""%1"" for Event ""%2"" does not implement EventDataProcessorInterface","Processor class ""%1"" for Event ""%2"" does not implement EventDataProcessorInterface","module","Magento_AdobeCommerceEventsClient"
"Field name must be contained in the field options value for converter ""%1""","Field name must be contained in the field options value for converter ""%1""","module","Magento_AdobeCommerceEventsClient"
"Field ""%1"" can not be provided twice in the event subscription","Field ""%1"" can not be provided twice in the event subscription","module","Magento_AdobeCommerceEventsClient"
"Can't create a converter class ""%1"" for field ""%2"". Error: %3","Can't create a converter class ""%1"" for field ""%2"". Error: %3","module","Magento_AdobeCommerceEventsClient"
"Converter class ""%1"" for field ""%2"" does not implement FieldConverterInterface","Converter class ""%1"" for field ""%2"" does not implement FieldConverterInterface","module","Magento_AdobeCommerceEventsClient"
"Only the following properties are allowed for an event field: %1","Only the following properties are allowed for an event field: %1","module","Magento_AdobeCommerceEventsClient"
"The destination ""%1"" is not registered. The list of registered destinations: [%2]","The destination ""%1"" is not registered. The list of registered destinations: [%2]","module","Magento_AdobeCommerceEventsClient"
"Event ""%1"" is not defined in the list of supported events","Event ""%1"" is not defined in the list of supported events","module","Magento_AdobeCommerceEventsClient"
"Event code must consist of a type label and an event code separated by a dot: ""<type>.<event_code>"". Valid types: %1","Event code must consist of a type label and an event code separated by a dot: ""<type>.<event_code>"". Valid types: %1","module","Magento_AdobeCommerceEventsClient"
"Invalid event type ""%1"". Valid types: %2","Invalid event type ""%1"". Valid types: %2","module","Magento_AdobeCommerceEventsClient"
"""%1"" cannot be used as the event code for a rule-based event. This event code is already used by a supported event.","""%1"" cannot be used as the event code for a rule-based event. This event code is already used by a supported event.","module","Magento_AdobeCommerceEventsClient"
"Event is already subscribed ""%1"" ","Event is already subscribed ""%1"" ","module","Magento_AdobeCommerceEventsClient"
"Could not register event ""%1"" because the required classes have not been generated. ' . . 'You can use the --force option to suppress this error. You must subsequently generate the events module and perform dependency injection compilation.","Could not register event ""%1"" because the required classes have not been generated. ' . . 'You can use the --force option to suppress this error. You must subsequently generate the events module and perform dependency injection compilation.","module","Magento_AdobeCommerceEventsClient"
"Cannot unsubscribe ""%1"" because it is not registered in the ""%2"" section of the config.php file.","Cannot unsubscribe ""%1"" because it is not registered in the ""%2"" section of the config.php file.","module","Magento_AdobeCommerceEventsClient"
"The ""%1"" event is not registered. You cannot unsubscribe from it.","The ""%1"" event is not registered. You cannot unsubscribe from it.","module","Magento_AdobeCommerceEventsClient"
"The ""%1"" event has already been unsubscribed.","The ""%1"" event has already been unsubscribed.","module","Magento_AdobeCommerceEventsClient"
"At least one field must be configured for the event.","At least one field must be configured for the event.","module","Magento_AdobeCommerceEventsClient"
"""%1"" is an invalid event rule operator name","""%1"" is an invalid event rule operator name","module","Magento_AdobeCommerceEventsClient"
"Cannot decode data","Cannot decode data","module","Magento_AdobeCommerceEventsClient"
"Cannot encode data","Cannot encode data","module","Magento_AdobeCommerceEventsClient"
"Cannot decode message metadata","Cannot decode message metadata","module","Magento_AdobeCommerceEventsClient"
"Cannot encode message metadata","Cannot encode message metadata","module","Magento_AdobeCommerceEventsClient"
"Private key not found","Private key not found","module","Magento_AdobeCommerceEventsClient"
"Instance ID not found","Instance ID not found","module","Magento_AdobeCommerceEventsClient"
"Invalid configuration","Invalid configuration","module","Magento_AdobeCommerceEventsClient"
"wrong json format","wrong json format","module","Magento_AdobeCommerceEventsClient"
"Synchronization failed","Synchronization failed","module","Magento_AdobeCommerceEventsClient"
"some error","某些错误","module","Magento_AdobeCommerceEventsClient"
"validation error","validation error","module","Magento_AdobeCommerceEventsClient"
"Wrong event prefix","Wrong event prefix","module","Magento_AdobeCommerceEventsClient"
"Failed to convert data","Failed to convert data","module","Magento_AdobeCommerceEventsClient"
"operator error happened","operator error happened","module","Magento_AdobeCommerceEventsClient"
"Unique constraint violation found","发现唯一约束违例","module","Magento_AdobeCommerceEventsClient"
"Some error","某些错误","module","Magento_AdobeCommerceEventsClient"
"Error message","错误信息","module","Magento_AdobeCommerceEventsClient"
"Class ' . . ' does not exist","Class ' . . ' does not exist","module","Magento_AdobeCommerceEventsGenerator"
"All elements in excludedMethods must be type of the string.","All elements in excludedMethods must be type of the string.","module","Magento_AdobeCommerceOutOfProcessExtensibility"
"Could not fetch namespace from the file: %1","Could not fetch namespace from the file: %1","module","Magento_AdobeCommerceOutOfProcessExtensibility"
"Could not fetch Class or Interface name from the file: %1","Could not fetch Class or Interface name from the file: %1","module","Magento_AdobeCommerceOutOfProcessExtensibility"
"Event prefix name cannot be fetched from the file: %1","Event prefix name cannot be fetched from the file: %1","module","Magento_AdobeCommerceOutOfProcessExtensibility"
"Some exception","有些例外","module","Magento_AdobeCommerceOutOfProcessExtensibility"
"Class ' . . ' does not exist","Class ' . . ' does not exist","module","Magento_AdobeCommerceWebhooksGenerator"
"Regenerate key pair","Regenerate key pair","module","Magento_AdobeCommerceWebhooks"
"Generate key pair","Generate key pair","module","Magento_AdobeCommerceWebhooks"
"The new pair of keys have been successfully generated","The new pair of keys have been successfully generated","module","Magento_AdobeCommerceWebhooks"
"Can't create field converter class ""%1"": ""%2""","Can't create field converter class ""%1"": ""%2""","module","Magento_AdobeCommerceWebhooks"
"Converter class ""%1"" does not implement ""%2""","Converter class ""%1"" does not implement ""%2""","module","Magento_AdobeCommerceWebhooks"
"Input data must be in string format or can be converted to string","Input data must be in string format or can be converted to string","module","Magento_AdobeCommerceWebhooks"
"Regex operation failed: %1","Regex operation failed: %1","module","Magento_AdobeCommerceWebhooks"
"Operator %1 is not registered","Operator %1 is not registered","module","Magento_AdobeCommerceWebhooks"
"Creating a webhook with method name ""%1"" is not allowed.","Creating a webhook with method name ""%1"" is not allowed.","module","Magento_AdobeCommerceWebhooks"
"Can't create resolver class ""%1"": ""%2""","Can't create resolver class ""%1"": ""%2""","module","Magento_AdobeCommerceWebhooks"
"Resolver class ""%1"" doesn't implement ""%2""","Resolver class ""%1"" doesn't implement ""%2""","module","Magento_AdobeCommerceWebhooks"
"Wrong webhook prefix. Supported webhooks must have names starting with [%1]","Wrong webhook prefix. Supported webhooks must have names starting with [%1]","module","Magento_AdobeCommerceWebhooks"
"Can't get info about webhook %1. Error: %2","Can't get info about webhook %1. Error: %2","module","Magento_AdobeCommerceWebhooks"
"Cannot get details about webhook %1","Cannot get details about webhook %1","module","Magento_AdobeCommerceWebhooks"
"Unable to add the value by path ""%1"" for hook ""%2""","Unable to add the value by path ""%1"" for hook ""%2""","module","Magento_AdobeCommerceWebhooks"
"The path part ""%1"" does not exist.","The path part ""%1"" does not exist.","module","Magento_AdobeCommerceWebhooks"
"Unable to remove a value with path ""%1"" for hook ""%2""","Unable to remove a value with path ""%1"" for hook ""%2""","module","Magento_AdobeCommerceWebhooks"
"Unable to replace the value by path ""%1"" for hook ""%2""","Unable to replace the value by path ""%1"" for hook ""%2""","module","Magento_AdobeCommerceWebhooks"
"Failed to create an instance of %1: %2","Failed to create an instance of %1: %2","module","Magento_AdobeCommerceWebhooks"
"Operation %1 is not registered","Operation %1 is not registered","module","Magento_AdobeCommerceWebhooks"
"The required parameters are missed in the webhook response: %1","The required parameters are missed in the webhook response: %1","module","Magento_AdobeCommerceWebhooks"
"Response status is not success: %1, %2","Response status is not success: %1, %2","module","Magento_AdobeCommerceWebhooks"
"Unable to parse response %1","Unable to parse response %1","module","Magento_AdobeCommerceWebhooks"
"The response has a wrong format","The response has a wrong format","module","Magento_AdobeCommerceWebhooks"
"The response has a wrong format. Unable to read operation value.","The response has a wrong format. Unable to read operation value.","module","Magento_AdobeCommerceWebhooks"
"The response must contain at least one operation.","The response must contain at least one operation.","module","Magento_AdobeCommerceWebhooks"
"Can not process the response: %1","Can not process the response: %1","module","Magento_AdobeCommerceWebhooks"
"Operation ""not-registered"" is not registered","Operation ""not-registered"" is not registered","module","Magento_AdobeCommerceWebhooks"
"The required parameters are missed in the webhook response: path","The required parameters are missed in the webhook response: path","module","Magento_AdobeCommerceWebhooks"
"Authorization was successful","Authorization was successful","module","Magento_AdobeIms"
"Login failed. Please check if <a href=""%url"">the Secret Key</a> is set correctly and try again.","Login failed. Please check if <a href=""%url"">the Secret Key</a> is set correctly and try again.","module","Magento_AdobeIms"
"Something went wrong.","出错了。","module","Magento_AdobeIms"
"An error occurred during the callback request from the Adobe service: %error","An error occurred during the callback request from the Adobe service: %error","module","Magento_AdobeIms"
"An error occurred during get user data. Contact support.","An error occurred during get user data. Contact support.","module","Magento_AdobeIms"
"Could not login to Adobe IMS.","Could not login to Adobe IMS.","module","Magento_AdobeIms"
"An error occurred during logout operation.","An error occurred during logout operation.","module","Magento_AdobeIms"
"Could not save user profile.","Could not save user profile.","module","Magento_AdobeIms"
"Could not find user profile id: %id.","Could not find user profile id: %id.","module","Magento_AdobeIms"
"The user profile wasn't found.","The user profile wasn't found.","module","Magento_AdobeIms"
"Create Event Provider","Create Event Provider","module","Magento_AdobeIoEventsClient"
"Label","标签","module","Magento_AdobeIoEventsClient"
"label","标签","module","Magento_AdobeIoEventsClient"
"Description","描述","module","Magento_AdobeIoEventsClient"
"description","描述","module","Magento_AdobeIoEventsClient"
"'Event Provider created with ID ' .","'Event Provider created with ID ' .","module","Magento_AdobeIoEventsClient"
"Failed to create event provider. See logs for details","Failed to create event provider. See logs for details","module","Magento_AdobeIoEventsClient"
"Instance ID not found in configuration","Instance ID not found in configuration","module","Magento_AdobeIoEventsClient"
"Private Key not found in configuration","Private Key not found in configuration","module","Magento_AdobeIoEventsClient"
"Could not find Adobe I/O Workspace Configuration information","Could not find Adobe I/O Workspace Configuration information","module","Magento_AdobeIoEventsClient"
"Could not fetch Adobe I/O Workspace Configuration: %1","Could not fetch Adobe I/O Workspace Configuration: %1","module","Magento_AdobeIoEventsClient"
"Adobe I/O Workspace Configuration has the wrong format","Adobe I/O Workspace Configuration has the wrong format","module","Magento_AdobeIoEventsClient"
"Environment with type ""%1"" does not exist. Available environment types are: ""%2""","Environment with type ""%1"" does not exist. Available environment types are: ""%2""","module","Magento_AdobeIoEventsClient"
"Credentials with type %1 are not registered","Credentials with type %1 are not registered","module","Magento_AdobeIoEventsClient"
"Jwt credentials is not found in the Adobe I/O Workspace Configuration","Jwt credentials is not found in the Adobe I/O Workspace Configuration","module","Magento_AdobeIoEventsClient"
"Could not login to Adobe IMS.","Could not login to Adobe IMS.","module","Magento_AdobeIoEventsClient"
"OAuth credentials is not found in the Adobe I/O Workspace Configuration","OAuth credentials is not found in the Adobe I/O Workspace Configuration","module","Magento_AdobeIoEventsClient"
"Adobe I/O Workspace Configuration does not contain credentials","Adobe I/O Workspace Configuration does not contain credentials","module","Magento_AdobeIoEventsClient"
"Could not process Adobe I/O Workspace Configuration: %1","Could not process Adobe I/O Workspace Configuration: %1","module","Magento_AdobeIoEventsClient"
"Unable to authorize","Unable to authorize","module","Magento_AdobeIoEventsClient"
"Event Metadata list was not found","Event Metadata list was not found","module","Magento_AdobeIoEventsClient"
"An event provider with the same instance ID already exists.","An event provider with the same instance ID already exists.","module","Magento_AdobeIoEventsClient"
"Unexpected provider details response: %1","Unexpected provider details response: %1","module","Magento_AdobeIoEventsClient"
"Event Registration list was not found","Event Registration list was not found","module","Magento_AdobeIoEventsClient"
"Service Account Private Key is invalid. Error: %1","Service Account Private Key is invalid. Error: %1","module","Magento_AdobeIoEventsClient"
"button_label","button_label","module","Magento_AdobeStockAdminUi"
"Connection Successful!","Connection Successful!","module","Magento_AdobeStockAdminUi"
"Connection Failed!","Connection Failed!","module","Magento_AdobeStockAdminUi"
"An error occurred during test Adobe Stock API connection","An error occurred during test Adobe Stock API connection","module","Magento_AdobeStockAdminUi"
"Could not retrieve assets.","Could not retrieve assets.","module","Magento_AdobeStockAsset"
"Adobe Stock asset with id %id does not exist.","Adobe Stock asset with id %id does not exist.","module","Magento_AdobeStockAsset"
"Requested asset does not exist.","Requested asset does not exist.","module","Magento_AdobeStockAsset"
"Cannot retrieve assets from Adobe Stock.","Cannot retrieve assets from Adobe Stock.","module","Magento_AdobeStockAsset"
"Could not delete Adobe Stock asset with id %id","Could not delete Adobe Stock asset with id %id","module","Magento_AdobeStockAsset"
"An error occurred during adobe stock asset save.","An error occurred during adobe stock asset save.","module","Magento_AdobeStockAsset"
"Could not delete Adobe Stock asset category with id %id","Could not delete Adobe Stock asset category with id %id","module","Magento_AdobeStockAsset"
"Adobe Stock asset category with id ""%1"" does not exist.","Adobe Stock asset category with id ""%1"" does not exist.","module","Magento_AdobeStockAsset"
"Could not delete Adobe Stock asset creator with id %id","Could not delete Adobe Stock asset creator with id %id","module","Magento_AdobeStockAsset"
"Adobe Stock asset creator with id ""%1"" does not exist.","Adobe Stock asset creator with id ""%1"" does not exist.","module","Magento_AdobeStockAsset"
"Cannot retrieve the field %1. It's not available in Adobe Stock SDK","Cannot retrieve the field %1. It's not available in Adobe Stock SDK","module","Magento_AdobeStockClient"
"Files ids can not be empty.","Files ids can not be empty.","module","Magento_AdobeStockClient"
"Could not retrieve files information.","Could not retrieve files information.","module","Magento_AdobeStockClient"
"Adobe API Key is invalid!","Adobe API Key is invalid!","module","Magento_AdobeStockClient"
"Adobe Api Key is required!","Adobe Api Key is required!","module","Magento_AdobeStockClient"
"Adobe API login has expired!","Adobe API login has expired!","module","Magento_AdobeStockClient"
". ': %error_message'",". ': %error_message'","module","Magento_AdobeStockClient"
"Create attributes process failed: %error_message","Create attributes process failed: %error_message","module","Magento_AdobeStockClient"
"Adobe id is required.","Adobe id is required.","module","Magento_AdobeStockImageAdminUi"
"An error occurred on attempt to retrieve asset information.","An error occurred on attempt to retrieve asset information.","module","Magento_AdobeStockImageAdminUi"
"An error occurred on attempt to retrieve image licensing information.","An error occurred on attempt to retrieve image licensing information.","module","Magento_AdobeStockImageAdminUi"
"Retrieving license information for images failed.","Retrieving license information for images failed.","module","Magento_AdobeStockImageAdminUi"
"The image was licensed and saved successfully.","The image was licensed and saved successfully.","module","Magento_AdobeStockImageAdminUi"
"Failed to authenticate to Adobe Stock API. <br> Please correct the API credentials in <a href=""%url"">Configuration → System → Adobe Stock Integration.</a>","Failed to authenticate to Adobe Stock API. <br> Please correct the API credentials in <a href=""%url"">Configuration 鈫?System 鈫?Adobe Stock Integration.</a>","module","Magento_AdobeStockImageAdminUi"
"An error occurred on attempt to license and save the image.","An error occurred on attempt to license and save the image.","module","Magento_AdobeStockImageAdminUi"
"An error occurred on attempt to retrieve user quota.","An error occurred on attempt to retrieve user quota.","module","Magento_AdobeStockImageAdminUi"
"You have successfully downloaded the licensed image.","You have successfully downloaded the licensed image.","module","Magento_AdobeStockImageAdminUi"
"An error occurred on attempt to save image.","An error occurred on attempt to save image.","module","Magento_AdobeStockImageAdminUi"
"You have successfully downloaded the image.","You have successfully downloaded the image.","module","Magento_AdobeStockImageAdminUi"
"An error occurred on attempt to save the image.","An error occurred on attempt to save the image.","module","Magento_AdobeStockImageAdminUi"
"Get related images finished successfully","Get related images finished successfully","module","Magento_AdobeStockImageAdminUi"
"An error occurred on attempt to fetch related images.","An error occurred on attempt to fetch related images.","module","Magento_AdobeStockImageAdminUi"
"Media Gallery asset with adobe id %id does not exist.","Media Gallery asset with adobe id %id does not exist.","module","Magento_AdobeStockImageAdminUi"
"ID","ID","module","Magento_AdobeStockImageAdminUi"
"Status","状态","module","Magento_AdobeStockImageAdminUi"
"Licensed","Licensed","module","Magento_AdobeStockImageAdminUi"
"Unlicensed","Unlicensed","module","Magento_AdobeStockImageAdminUi"
"Category","类别","module","Magento_AdobeStockImageAdminUi"
"None","无","module","Magento_AdobeStockImageAdminUi"
"Author","作者","module","Magento_AdobeStockImageAdminUi"
"Adobe Stock","Adobe Stock","module","Magento_AdobeStockImageAdminUi"
"Search Adobe Stock","Search Adobe Stock","module","Magento_AdobeStockImageAdminUi"
